Address,Date,Price
"Apartment 10 Hayfield Square, Churchview Road And Church Road, Killiney DN15061 (Part Of)
Hayfield Square
Churchview Road and Church Road
Killiney D(part of)
Dublin",15-Oct-24,"€ 466,862"
"Apartment 11 Hayfield Square, Churchview Road And Church Road, Killiney DN15061 (Part Of)
Hayfield Square
Churchview Road and Church Road
Killiney D(part of)
Dublin",15-Oct-24,"€ 566,904"
"Apartment 12 Hayfield Square, Churchview Road And Church Road, Killiney DN15061 (Part Of)
Hayfield Square
Churchview Road and Church Road
Killiney D(part of)
Dublin",15-Oct-24,"€ 466,862"
"Apartment 13 Hayfield Square, Churchview Road And Church Road, Killiney DN15061 (Part Of)
Hayfield Square
Churchview Road and Church Road
Killiney D(part of)
Dublin",15-Oct-24,"€ 466,862"
"Apartment 14 Hayfield Square, Churchview Road And Church Road, Killiney DN15061 (Part Of)
Hayfield Square
Churchview Road and Church Road
Killiney D(part of)
Dublin",15-Oct-24,"€ 389,052"
"Apartment 15 Hayfield Square, Churchview Road And Church Road, Killiney DN15061 (Part Of)
Hayfield Square
Churchview Road and Church Road
Killiney D(part of)
Dublin",15-Oct-24,"€ 389,052"
"Apartment 16 Hayfield Square, Churchview Road And Church Road, Killiney DN15061 (Part Of)
Hayfield Square
Churchview Road and Church Road
Killiney D(part of)
Dublin",15-Oct-24,"€ 472,420"
"Apartment 17 Hayfield Square, Churchview Road And Church Road, Killiney DN15061 (Part Of)
Hayfield Square
Churchview Road and Church Road
Killiney D(part of)
Dublin",15-Oct-24,"€ 472,420"
"Apartment 18 Hayfield Square, Churchview Road And Church Road, Killiney DN15061 (Part Of)
Hayfield Square
Churchview Road and Church Road
Killiney D(part of)
Dublin",15-Oct-24,"€ 466,862"
"Apartment 19 Hayfield Square, Churchview Road And Church Road, Killiney DN15061 (Part Of)
Hayfield Square
Churchview Road and Church Road
Killiney D(part of)
Dublin",15-Oct-24,"€ 466,862"
"Apartment 2 Hayfield Square, Churchview Road And Church Road, Killiney DN15061 (Part Of)
Hayfield Square
Churchview Road and Church Road
Killiney D(part of)
Dublin",15-Oct-24,"€ 383,494"
"Apartment 20 Hayfield Square, Churchview Road And Church Road, Killiney DN15061 (Part Of)
Hayfield Square
Churchview Road and Church Road
Killiney D(part of)
Dublin",15-Oct-24,"€ 461,304"
"Apartment 21 Hayfield Square, Churchview Road And Church Road, Killiney DN15061 (Part Of)
Hayfield Square
Churchview Road and Church Road
Killiney D(part of)
Dublin",15-Oct-24,"€ 389,052"
"Apartment 22 Hayfield Square, Churchview Road And Church Road, Killiney DN15061 (Part Of)
Hayfield Square
Churchview Road and Church Road
Killiney D(part of)
Dublin",15-Oct-24,"€ 389,052"
"Apartment 23 Hayfield Square, Churchview Road And Church Road, Killiney DN15061 (Part Of)
Hayfield Square
Churchview Road and Church Road
Killiney D(part of)
Dublin",15-Oct-24,"€ 461,304"
"Apartment 24 Hayfield Square, Churchview Road And Church Road, Killiney DN15061 (Part Of)
Hayfield Square
Churchview Road and Church Road
Killiney D(part of)
Dublin",15-Oct-24,"€ 466,862"
"Apartment 25 Hayfield Square, Churchview Road And Church Road, Killiney DN15061 (Part Of)
Hayfield Square
Churchview Road and Church Road
Killiney D(part of)
Dublin",15-Oct-24,"€ 466,862"
"Apartment 26 Hayfield Square, Churchview Road And Church Road, Killiney DN15061 (Part Of)
Hayfield Square
Churchview Road and Church Road
Killiney D(part of)
Dublin",15-Oct-24,"€ 472,420"
"APARTMENT 26, INGLENOOK WOOD, GLENAMUCK ROAD, D18 PH9K
Inglenook Wood
Glenamuck Road
Dublin
D18",15-Oct-24,"€ 457,000"
"Apartment 27 Hayfield Square, Churchview Road And Church Road, Killiney DN15061 (Part Of)
Hayfield Square
Churchview Road and Church Road
Killiney D(part of)
Dublin",15-Oct-24,"€ 472,420"
"Apartment 28 Hayfield Square, Churchview Road And Church Road, Killiney DN15061 (Part Of)
Hayfield Square
Churchview Road and Church Road
Killiney D(part of)
Dublin",15-Oct-24,"€ 389,052"
"Apartment 29 Hayfield Square, Churchview Road And Church Road, Killiney DN15061 (Part Of)
Hayfield Square
Churchview Road and Church Road
Killiney D(part of)
Dublin",15-Oct-24,"€ 389,052"
"Apartment 3 Hayfield Square, Churchview Road And Church Road, Killiney DN15061 (Part Of)
Hayfield Square
Churchview Road and Church Road
Killiney D(part of)
Dublin",15-Oct-24,"€ 383,494"
"Apartment 30 Hayfield Square, Churchview Road And Church Road, Killiney DN15061 (Part Of)
Hayfield Square
Churchview Road and Church Road
Killiney D(part of)
Dublin",15-Oct-24,"€ 389,052"
"Apartment 31 Hayfield Square, Churchview Road And Church Road, Killiney DN15061 (Part Of)
Hayfield Square
Churchview Road and Church Road
Killiney D(part of)
Dublin",15-Oct-24,"€ 472,420"
"Apartment 32 Hayfield Square, Churchview Road And Church Road, Killiney DN15061 (Part Of)
Hayfield Square
Churchview Road and Church Road
Killiney D(part of)
Dublin",15-Oct-24,"€ 472,420"
"Apartment 33 Hayfield Square, Churchview Road And Church Road, Killiney DN15061 (Part Of)
Hayfield Square
Churchview Road and Church Road
Killiney D(part of)
Dublin",15-Oct-24,"€ 477,978"
"Apartment 34 Hayfield Square, Churchview Road And Church Road, Killiney DN15061 (Part Of)
Hayfield Square
Churchview Road and Church Road
Killiney D(part of)
Dublin",15-Oct-24,"€ 477,978"
"Apartment 4 Hayfield Square, Churchview Road And Church Road, Killiney DN15061 (Part Of)
Hayfield Square
Churchview Road and Church Road
Killiney D(part of)
Dublin",15-Oct-24,"€ 466,862"
"Apartment 5 Hayfield Square, Churchview Road And Church Road, Killiney DN15061 (Part Of)
Hayfield Square
Churchview Road and Church Road
Killiney D(part of)
Dublin",15-Oct-24,"€ 466,862"
"Apartment 6 Hayfield Square, Churchview Road And Church Road, Killiney DN15061 (Part Of)
Hayfield Square
Churchview Road and Church Road
Killiney D(part of)
Dublin",15-Oct-24,"€ 566,904"
"Apartment 7 Hayfield Square, Churchview Road And Church Road, Killiney DN15061 (Part Of)
Hayfield Square
Churchview Road and Church Road
Killiney D(part of)
Dublin",15-Oct-24,"€ 389,052"
"Apartment 8 Hayfield Square, Churchview Road And Church Road, Killiney DN15061 (Part Of)
Hayfield Square
Churchview Road and Church Road
Killiney D(part of)
Dublin",15-Oct-24,"€ 466,862"
"Apartment 9 Hayfield Square, Churchview Road And Church Road, Killiney DN15061 (Part Of)
Hayfield Square
Churchview Road and Church Road
Killiney D(part of)
Dublin",15-Oct-24,"€ 466,862"
"APARTMENT2, SOUTH STRAND HOUSE, SKERRIES, K34 EP08
South Strand House
Skerries
Dublin
K34",15-Oct-24,"€ 410,000"
"APT 2 PRIORY HALL, MANOR GROVE, TERENURE, D12 DX77
Priory Hall
Manor Grove
Terenure
Dublin
D12",15-Oct-24,"€ 505,000"
"APT 76, CASTLEMILL, HAMLET LANE, K32 AT10
Castlemill
Hamlet Lane
Dublin
K32",15-Oct-24,"€ 185,000"
"APT4 131 BLOCK C CASTLEFORBES SQ, DUBLIN 1, DUBLIN, D01 H424
Castleforbes Square
Dublin
D01",15-Oct-24,"€ 310,000"
"HAZELHATCH, YELLOW WALLS RD, MALAHIDE, K36 VF89
Hazelhatch
Yellow Walls Road
Malahide
Dublin
K36",15-Oct-24,"€ 1,465,000"
"LISLETON, DUBLIN RD, THOMASTOWN, R95 Y8R2
Lisleton
Dublin Road
Thomastown
Kilkenny
R95",15-Oct-24,"€ 250,000"
"No. 11 Kilcarbery Grange Avenue, Kilcarbery Grange, Dublin 22
Kilcarbery Grange Avenue
Kilcarbery Grange
Dublin",15-Oct-24,"€ 490,000"
"NO. 4 HILLCREST ROAD, LUCAN, DUBLIN, K78 P2D8
Hillcrest Road
Lucan
Dublin
K78",15-Oct-24,"€ 410,000"
"1 COIS CUALANN LOUGHLINSTOWN, LOUGHLINSTOWN, DUBLIN, A96 W9Y3
Cois Cualann Loughlinstown
Loughlinstown
Dublin
A96",14-Oct-24,"€ 400,000"
"1 MUIRHEVNA, DUBLIN RD, DUNDALK, A91 T8F2
Muirhevna
Dublin Road
Dundalk
Louth
A91",14-Oct-24,"€ 350,000"
"1 Parkleigh Green, Seven Mills, Clonburris
Parkleigh Green
Seven Mills
Clonburris
Dublin",14-Oct-24,"€ 445,000"
"11D GROSVENOR MEWS, RATHMINES, DUBLIN CITY, D06 A3X6
Grosvenor Mews
Rathmines
Dublin
D06",14-Oct-24,"€ 805,000"
"125 BURNELL CT, NORTHERN CROSS, DUBLIN 17, D17 YX31
Burnell Ct
Northern Cross
Dublin
D17",14-Oct-24,"€ 270,000"
"13 DENVILLE COURT, KILLINEY, DUBLIN, A96 ET20
Denville Court
Killiney
Dublin
A96",14-Oct-24,"€ 615,000"
"14 ANGLESEA PARK, KILLINEY, DUBLIN, A96 HY74
Anglesea Park
Killiney
Dublin
A96",14-Oct-24,"€ 900,000"
"16 Tandys Lane, Adamstown, Lucan
Tandys Lane
Adamstown
Lucan
Dublin",14-Oct-24,"€ 620,000"
"18 MOUNT BELLEW CRESCENT, LUCAN, DUBLIN, K78 N248
Mount Bellew Crescent
Lucan
Dublin
K78",14-Oct-24,"€ 405,000"
"19 Ballygossan Way, Ballygossan Hill, Ballygossan
Ballygossan Way
Ballygossan Hill
Ballygossan
Dublin",14-Oct-24,"€ 522,250"
"198 THE ASH, CHARLEVILE SQ, BUSSERFIELD AVE, D14 XC97
The Ash
Charlevile Square
Busserfield Avenue
Dublin
D14",14-Oct-24,"€ 480,000"
"2 MARLEY GROVE, MARLEY GRANGE, RATHFARNHAM, D16 X448
Marley Grove
Marley Grange
Rathfarnham
Dublin
D16",14-Oct-24,"€ 950,000"
"2 PARKHILL GREEN, KILNAMANAGH, TALLAGHT DUBLIN 24, D24 WYC9
Parkhill Green
Kilnamanagh
Dublin
D24",14-Oct-24,"€ 403,000"
"2 ST JOSEPHS TERRACE, TIVOLI ROAD, DUN LAOGHAIRE, A96 KD45
Street Josephs Terrace
Tivoli Road
Dun Laoghaire
Dublin
A96",14-Oct-24,"€ 660,000"
"20 Parkleigh Avenue, Seven Mills, Clonburris
Parkleigh Avenue
Seven Mills
Clonburris
Dublin",14-Oct-24,"€ 402,500"
"26A MONTPELIER HILL, ARBOUR HILL, DUBLIN 7, D07 R6X7
Montpelier Hill
Arbour Hill
Dublin
D07",14-Oct-24,"€ 275,000"
"28 THE CROFT, PARC NA SILLA AVE, LOUGHLINSTOWN, D18 RK49
The Croft
Parc Na Silla Avenue
Loughlinstown
Dublin
D18",14-Oct-24,"€ 405,000"
"31 GRACEPARK HEIGHTS, OFF GRACEPARK, DRUMCONDRA, D09 E4E3
Gracepark Heights
Gracepark
Drumcondra
Dublin
D09",14-Oct-24,"€ 440,000"
"37 CLANMAWR, CORBAWN LANE, SHANKILL, D18 C5R7
Clanmawr
Corbawn Lane
Shankill
Dublin
D18",14-Oct-24,"€ 687,500"
"39 Pairc Gordon, Kingswood, Dublin 24
Pairc Gordon
Kingswood
Dublin",14-Oct-24,"€ 490,093"
"4 Parkleigh Elms, Seven Mills, Clonburris
Parkleigh Elms
Seven Mills
Clonburris
Dublin",14-Oct-24,"€ 470,000"
"4 VICO ROCK, SORRENTO RD, DALKEY, A96 X023
Vico Rock
Sorrento Road
Dalkey
Dublin
A96",14-Oct-24,"€ 770,000"
"51 BELMONT AVE, DONNYBROOK, DUBLIN 4, D04 V6Y4
Belmont Avenue
Donnybrook
Dublin
D04",14-Oct-24,"€ 1,360,000"
"54 BOROIMHE BEECH, SWORDS, CO DUBLIN, K67 TV21
Boroimhe Beech
Swords
Dublin
K67",14-Oct-24,"€ 313,500"
"58 Graydon Crescent, Main Street, Newcastle
Graydon Crescent
Main Street
Newcastle
Dublin",14-Oct-24,"€ 449,999"
"7 PENROSE ST, RINGSEND, DUBLIN 4, D04 YX70
Penrose Street
Ringsend
Dublin
D04",14-Oct-24,"€ 722,000"
"7 SEFTON HALL, LEOPARDSTOWN RD, FOXROCK DUBLIN 18, D18 YC92
Sefton Hall
Leopardstown Road
Dublin
D18",14-Oct-24,"€ 605,000"
"73 GROVE PARK, RATHMINES, DUBLIN 6, D06 CC60
Grove Park
Rathmines
Dublin
D06",14-Oct-24,"€ 975,000"
"74 SLIEVENAMON RD, DRIMNAGH, DUBLIN 12, D12 RP77
Slievenamon Road
Drimnagh
Dublin
D12",14-Oct-24,"€ 428,000"
"96 TRINITY SQ, TOWNSEND ST, DUBLIN 2, D02 NW89
Trinity Square
Townsend Street
Dublin
D02",14-Oct-24,"€ 289,000"
"APARTMENT 1, 32 BALBRIGGAN STREET, SKERRIES, K34 XC78
Balbriggan Street
Skerries
Dublin
K34",14-Oct-24,"€ 210,000"
"APT 11 BUTLERS PLAC, BENSON ST, SR ROGERSON QUAY DUBLIN 2, D02 NX31
Butlers Plac
Benson Street
Dublin
D02",14-Oct-24,"€ 420,000"
"APT 1D, RATHBORNE AVE, ASHTOWN DUBLIN 15, D15 PH61
Rathborne Avenue
Dublin
D15",14-Oct-24,"€ 367,000"
"APT 24 BRACKEN HILL, SIMMONSRIDGE, SANDYFORD DUBLIN 18, D18 HNW4
Bracken Hill
Simmonsridge
Dublin
D18",14-Oct-24,"€ 345,000"
"APT 25 HOWTH LODGE, HOWTH, CO DUBLIN, D13 NY64
Howth Lodge
Howth
Dublin
D13",14-Oct-24,"€ 1,380,000"
"1 GAINSBOROUGH CRESCENT, MALAHIDE, DUBLIN, K36 F663
Gainsborough Crescent
Malahide
Dublin
K36",11-Oct-24,"€ 784,000"
"1 KILLEEN PARK, MALAHIDE, DUBLIN, K36 X927
Killeen Park
Malahide
Dublin
K36",11-Oct-24,"€ 655,000"
"1 LIME COURT, 78 FRANCIS ST, DUBLIN 8, D08 N9F8
Lime Court
Francis Street
Dublin
D08",11-Oct-24,"€ 205,000"
"1 TOLKA ROAD, DUBLIN 3, D03 KP78
Tolka Road
Dublin
D03",11-Oct-24,"€ 290,000"
"10 Ballygossan Way, Skerries
Ballygossan Way
Skerries
Dublin",11-Oct-24,"€ 497,499"
"10 EATON BRAE, ORWELL RD, DUBLIN 14, D14 AK31
Eaton Brae
Orwell Road
Dublin
D14",11-Oct-24,"€ 1,250,000"
"10 The Avenue, Foxwood Barn, Citywest
The Avenue
Foxwood Barn
Citywest
Dublin",11-Oct-24,"€ 500,000"
"100 CLIFDEN COURT, ELLIS QUAY, DUBLIN 7, D07 WN70
Clifden Court
Ellis Quay
Dublin
D07",11-Oct-24,"€ 275,000"
"101 CEDAR BROOK WALK, CHERRY ORCHARD, DUBLIN 10, D10 D269
Cedar Brook Walk
Cherry Orchard
Dublin
D10",11-Oct-24,"€ 275,000"
"101 IVEAGH GARDENS, CRUMLIN, DUBLIN 12, D12 FY76
Iveagh Gardens
Crumlin
Dublin
D12",11-Oct-24,"€ 475,000"
"11 CLIFTON COURT, TIVOLI TERRACE SOUTH, DUN LAOGHAIRE, A96 V226
Clifton Court
Tivoli Terrace South
Dun Laoghaire
Dublin
A96",11-Oct-24,"€ 460,000"
"11 KILCRONAN CRESCENT, CLONDALKIN, DUBLIN, D22 PX62
Kilcronan Crescent
Clondalkin
Dublin
D22",11-Oct-24,"€ 280,000"
"11 THE MOORINGS, FITZWILLIAM QUAY, DUBLIN, D04 K688
The Moorings
Fitzwilliam Quay
Dublin
D04",11-Oct-24,"€ 350,000"
"12 FLOWER GROVE, GLENAGEARY, CO DUBLIN, A96 X2X0
Flower Grove
Glenageary
Dublin
A96",11-Oct-24,"€ 860,000"
"12 GLEN ARM SQ, ST JOSEPHS AVE, DRUMCONDRA DUBLIN 9, D09 FR88
Glen Arm Square
Street Josephs Avenue
Dublin
D09",11-Oct-24,"€ 395,000"
"13 Clay Farm Court, Clay Farm Leopardstown
Clay Farm Court
Clay Farm Leopardstown
Dublin",11-Oct-24,"€ 650,000"
"136 WHITEHALL RD WEST, PERRYSTOWN, DUBLIN, D12 NN22
Whitehall Road West
Perrystown
Dublin
D12",11-Oct-24,"€ 532,000"
"14 Parkleigh Downs, Seven Mills, Clonburris
Parkleigh Downs
Seven Mills
Clonburris
Dublin",11-Oct-24,"€ 510,000"
"14 PRIORY HALL, DUBLIN ROAD, DROGHEDA, A92 N596
Priory Hall
Dublin Road
Drogheda
Louth
A92",11-Oct-24,"€ 151,000"
"141 BREMORE CASTLE, BALBRIGGAN, DUBLIN 15, K32 KC61
Bremore Castle
Balbriggan
Dublin
K32",11-Oct-24,"€ 295,000"
"15 Parkleigh Way, Seven Mills, Clonburris
Parkleigh Way
Seven Mills
Clonburris
Dublin",11-Oct-24,"€ 455,000"
"15 VERNON GARDENS, CLONTARF, DUBLIN 3, D03 XN82
Vernon Gardens
Clontarf
Dublin
D03",11-Oct-24,"€ 650,000"
"180 LOWER KIMMAGE ROAD, KIMMAGE, DUBLIN 6W, D6W C982
Lower Kimmage Road
Kimmage
Dublin
D6W",11-Oct-24,"€ 722,000"
"2 EARLSFORT COURT, LUCAN, DUBLIN, K78 XR91
Earlsfort Court
Lucan
Dublin
K78",11-Oct-24,"€ 465,000"
"2 GRACELANDS, ST. KEVINS GARDENS, DARTRY, D06 X9P8
Gracelands
Street. Kevins Gardens
Dartry
Dublin
D06",11-Oct-24,"€ 495,000"
"2 TOWERVIEW HEIGHTS, PORTRANE, DUBLIN, K36 HN23
Towerview Heights
Portrane
Dublin
K36",11-Oct-24,"€ 533,000"
"20 AVOCA HALL, AVOCA PARK, BLACKROCK, A94 DT93
Avoca Hall
Avoca Park
Blackrock
Dublin
A94",11-Oct-24,"€ 340,000"
"20 GRACE PARK CLOSE, GRACE PARK WOOD, GRACE PARK ROAD, D09 RT2H
Grace Park Close
Grace Park Wood
Grace Park Road
Dublin
D09",11-Oct-24,"€ 695,000"
"21 AN TUAIRIN, DUBLIN RD, TUAM, H54 X294
An Tuairin
Dublin Road
Tuam
Galway
H54",11-Oct-24,"€ 241,000"
"21 Tully Drive, Cherrywood, Dublin 18
Tully Drive
Cherrywood
Dublin",11-Oct-24,"€ 565,000"
"216 TONLEGEE ROAD, RAHENY, DUBLIN 5, D05 RR90
Tonlegee Road
Raheny
Dublin
D05",11-Oct-24,"€ 565,000"
"22 FINSBURY GREEN, CHURCHTOWN RD UPPER, DUBLIN 14, D14 TN97
Finsbury Green
Churchtown Road Upper
Dublin
D14",11-Oct-24,"€ 605,000"
"24 Ardeevin Manor, Lucan
ardeevin manor
lucan
Dublin",11-Oct-24,"€ 770,143"
"24 BALLYMACE GREEN, RATHFARNHAM, DUBLIN 14, D14 Y0P2
Ballymace Green
Rathfarnham
Dublin
D14",11-Oct-24,"€ 825,000"
"24 Clay Farm Court, Clay Farm, Leopardstown
Clay Farm Court
Clay Farm
Leopardstown
Dublin",11-Oct-24,"€ 740,000"
"24 DANESWELL ROAD, GLASNEVIN, DUBLIN 9, D09 H5K6
Daneswell Road
Glasnevin
Dublin
D09",11-Oct-24,"€ 855,000"
"24 LONGVIEW MEWS, MILLER'S GLEN, SWORDS, K67 V6F6
Longview Mews
Miller's Glen
Swords
Dublin
K67",11-Oct-24,"€ 625,000"
"24 ST PAPPINS GREEN, WADELAI PARK, GLASNEVIN DUBLIN 11, D11 R5F1
Street Pappins Green
Wadelai Park
Dublin
D11",11-Oct-24,"€ 445,000"
"26 Tully Drive, Cherrywood
Tully Drive
Cherrywood
Dublin",11-Oct-24,"€ 500,000"
"28 Tully Green, Cherrywood
Tully Green
Cherrywood
Dublin",11-Oct-24,"€ 484,999"
"29 BARNWALL COURT, BALBRIGGAN, DUBLIN, K32 WN73
Barnwall Court
Balbriggan
Dublin
K32",11-Oct-24,"€ 195,000"
"29 FLORAVILLE DR, CLONDALKIN, DUBLIN 22, D22 F959
Floraville Drive
Clondalkin
Dublin
D22",11-Oct-24,"€ 468,000"
"29 NORTH AVE, MOUNT MERRION, DUBLIN, A94 KN70
North Avenue
Mount Merrion
Dublin
A94",11-Oct-24,"€ 1,475,000"
"2A OAKTREE DR, CASTLEKNOCK, DUBLIN 15, D15 W5FD
Oaktree Drive
Castleknock
Dublin
D15",11-Oct-24,"€ 815,000"
"3 BURNSIDE MAGENTA CRESCENT, SANTRY DUBLIN 9, DUBLIN, D09 X579
Burnside Magenta Crescent
Dublin
D09",11-Oct-24,"€ 385,000"
"3 Kylemore Wood, Kylemore, Church Road
Kylemore Wood
Kylemore
Church Road
Dublin",11-Oct-24,"€ 750,000"
"3 MILLMOUNT GROVE, DUNDRUM RD, DUNDRUM DUBLIN 14, D14 RF85
Millmount Grove
Dundrum Road
Dublin
D14",11-Oct-24,"€ 230,000"
"31 HALLIDAY SQ, MANOR ST, DUBLIN, D07 P2Y0
Halliday Square
Manor Street
Dublin
D07",11-Oct-24,"€ 527,000"
"33 CHARLESTOWN GREEN, ST MARGARETS ROAD, DUBLIN 11, D11 YR89
Charlestown Green
Street Margarets Road
Dublin
D11",11-Oct-24,"€ 350,000"
"33 GEORGIAN VILLAGE, CASTLEKNOCK, DUBLIN 15, D15 RPK0
Georgian Village
Castleknock
Dublin
D15",11-Oct-24,"€ 3,300,000"
"34 BALLENTREE VILLAGE, TYRRELSTOWN, DUBLIN 15
Ballentree Village
Tyrrelstown
Dublin",11-Oct-24,"€ 405,000"
"35 COLLINS PARK, WHITEHALL, DUBLIN 9, D09 N7F3
Collins Park
Whitehall
Dublin
D09",11-Oct-24,"€ 605,000"
"36 WESLEY LAWNS, DUNDRUM, DUBLIN 16, D16 XA30
Wesley Lawns
Dundrum
Dublin
D16",11-Oct-24,"€ 773,000"
"39 CASTLEKEVIN RD, KILMORE, DUBLIN 5, D05 RR72
Castlekevin Road
Kilmore
Dublin
D05",11-Oct-24,"€ 405,000"
"4 BEECH LODGE, FARMLEIGH AVE, FARMLEIGH WOODS, D15 P984
Beech Lodge
Farmleigh Avenue
Farmleigh Woods
Dublin
D15",11-Oct-24,"€ 520,000"
"42 THE PROMENADE, KELLY'S BAY, SKERRIES, K34 W228
The Promenade
Kelly's Bay
Skerries
Dublin
K34",11-Oct-24,"€ 584,000"
"43 CASTLE COURT, BOOTERSTOWN AVENUE, BLACKROCK, A94 X0H2
Castle Court
Booterstown Avenue
Blackrock
Dublin
A94",11-Oct-24,"€ 1,270,000"
"47 BEAU PARK SQ, BEAU PARK, CLONGRIFFIN DUBLIN 13, D13 K8P7
Beau Park Square
Beau Park
Dublin
D13",11-Oct-24,"€ 485,000"
"48 THE BARRINGTON, BALLSBRIDGE, LANSDOWNE PLACE, D04 P9E4
The Barrington
Ballsbridge
Lansdowne Place
Dublin
D04",11-Oct-24,"€ 849,999"
"51 Pairc Gordon, Old Naas Road, Kingswood
Pairc Gordon
Old Naas Road
Kingswood
Dublin",11-Oct-24,"€ 429,999"
"56 MOUNT DRUMMOND SQUARE, HAROLDS CROSS, DUBLIN 6, D06 C9K8
Mount Drummond Square
Harolds Cross
Dublin
D06",11-Oct-24,"€ 430,000"
"57 MERIDIEN COURT, ROYAL CANAL PARK, RATHOATH ROAD, D15 W861
Meridien Court
Royal Canal Park
Rathoath Road
Dublin
D15",11-Oct-24,"€ 371,000"
"58 ASPEN GARDENS, ST PATRICKS RD, DUBLIN RD, V94 N63A
Aspen Gardens
Street Patricks Road
Dublin Road
Limerick
V94",11-Oct-24,"€ 275,000"
"6 HERBERT RD, BLANCHARDSTOWN, DUBLIN 15, D15 XYX5
Herbert Road
Blanchardstown
Dublin
D15",11-Oct-24,"€ 520,000"
"6 WILLFORD COURT, CORKE ABBEY AVE, BRAY, A98 AA45
Willford Court
Corke Abbey Avenue
Bray
Dublin
A98",11-Oct-24,"€ 365,000"
"60 Mariners Avenue, Mariners Way, Rush
Mariners Avenue
Mariners Way
Rush
Dublin",11-Oct-24,"€ 404,968"
"64 LIGHTHOUSE APARTMENTS, CHURCH ROAD, EAST WALL, D03 X663
Lighthouse Apartments
Church Road
East Wall
Dublin
D03",11-Oct-24,"€ 265,000"
"65 SEAPARK DR, CLONTARF, DUBLIN 3, D03 C2Y7
Seapark Drive
Clontarf
Dublin
D03",11-Oct-24,"€ 775,000"
"67 SEAPARK DRIVE, CLONTARF, DUBLIN 3, D03 E0Y2
Seapark Drive
Clontarf
Dublin
D03",11-Oct-24,"€ 647,500"
"7 Parkleigh Green, Seven Mills, Clonburris
Parkleigh Green
Seven Mills
Clonburris
Dublin",11-Oct-24,"€ 385,000"
"7 ROSTREVOR TERRACE, ORWELL RD, RATHGAR DUBLIN 6, D06 X4K1
Rostrevor Terrace
Orwell Road
Dublin
D06",11-Oct-24,"€ 3,250,000"
"76 GRANGE WOOD, RATHFARNHAM, DUBLIN 16, D16 FF90
Grange Wood
Rathfarnham
Dublin
D16",11-Oct-24,"€ 960,000"
"83 BEECH HILL DR, DONNYBROOK, DUBLIN 4, D04 C8P0
Beech Hill Drive
Donnybrook
Dublin
D04",11-Oct-24,"€ 655,000"
"89 RAPHOE RD, CRUMLIN, DUBLIN 12, D12 X2N1
Raphoe Road
Crumlin
Dublin
D12",11-Oct-24,"€ 555,000"
"9 COOPERS WOOD, KINSEALY, DUBLIN, K36 CX96
Coopers Wood
Kinsealy
Dublin
K36",11-Oct-24,"€ 626,500"
"9 MALLIN HOUSE, WATEVILLE, BLANCHARDSTOWN DUBLIN 15, D15 EH04
Mallin House
Wateville
Dublin
D15",11-Oct-24,"€ 325,000"
"Apartment 22, 55 Lad Lane
Lad Lane
Dublin",11-Oct-24,"€ 1,400,000"
"APT 4, THORNFIELD, STILLORGAN RD DUBLIN 4, D04 YY01
Thornfield
Dublin
D04",11-Oct-24,"€ 2,045,000"
"FAIRY HILL, 28 KILLINEY RD, KILLINEY, A96 N478
Fairy Hill
Killiney Road
Killiney
Dublin
A96",11-Oct-24,"€ 1,380,000"
"FERNDOWN, MARLBOROUGH RD, GLENAGEARY, A96 A2K5
Ferndown
Marlborough Road
Glenageary
Dublin
A96",11-Oct-24,"€ 2,700,000"
"SOUTHSIDE, KNOCKABAWN, RUSH, K56 FC67
Southside
Knockabawn
Rush
Dublin
K56",11-Oct-24,"€ 453,000"
"1 CONNOLLY CRESCENT, KINSEALY, MALAHIDE DUBLIN 1, K36 YV34
Connolly Crescent
Kinsealy
Dublin
K36",10-Oct-24,"€ 1,340,000"
"1 GRACEFIELD COURT, ARTANE, DUBLIN 5, D05 CF79
Gracefield Court
Artane
Dublin
D05",10-Oct-24,"€ 462,500"
"1 Parkleigh Elms, Seven Mills, Clonburris
Parkleigh Elms
Seven Mills
Clonburris
Dublin",10-Oct-24,"€ 490,000"
"1 Rosemount Place, Malahide Road, Beaumont
Rosemount Place
Malahide Road
Beaumont
Dublin",10-Oct-24,"€ 624,999"
"1 The Avenue, Kilmartin Grove, Hollystown
The Avenue
Kilmartin Grove
Hollystown
Dublin",10-Oct-24,"€ 500,000"
"1 TRIMLESTON RD, BOOTERSTOWN, BLACKROCK, A94 YF79
Trimleston Road
Booterstown
Blackrock
Dublin
A94",10-Oct-24,"€ 850,000"
"11 Ballygossan Way, Ballygossan Hill, Golf Links Road, K34 EV96
Ballygossan Way
Ballygossan Hill
Golf Links Road
Dublin
K34",10-Oct-24,"€ 525,000"
"11 KINCORA GROVE, CLONTARF, DUBLIN 3, D03 XH28
Kincora Grove
Clontarf
Dublin
D03",10-Oct-24,"€ 915,000"
"118 BROADFORD RISE, BALLINTEER, DUBLIN 16, D16 HP90
Broadford Rise
Ballinteer
Dublin
D16",10-Oct-24,"€ 275,000"
"13 DEXTER TERRACE, NORTHBROOK RD, RANELAGH DUBLIN 6, D06 T469
Dexter Terrace
Northbrook Road
Dublin
D06",10-Oct-24,"€ 605,000"
"13 HUNTERS MEADOW, HUNTERS WOOD, BALLYCULLEN DUBLIN 24, D24 Y339
Hunters Meadow
Hunters Wood
Dublin
D24",10-Oct-24,"€ 503,000"
